Subsistence Project Year,Section Sort,Section,District,Tributary Sort,Tributary,Community Sort,Community,Harvest,Year Comment,Community Year Comment,Harvest Comment
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,1,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,69,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,480,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,185,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,395,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,263,Restrictions during summer season to conserve Chinook salmon.,Includes communities within the Fairbanks North Star Borough. Does not include 1 household(s) that fished more than one permit.,
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,7,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Manley, Nenana, Tok, and Wasilla residents who fished in a permit area of District 5.",
2015,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,308,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 6,5,,32,Manley,121,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 6,5,,33,Minto,23,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 6,5,,34,Nenana/Healy,263,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,33,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 6,5,,36,District 6 Other,0,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Delta Junction, Dot Lake, Eagle River, Northway, Tanacross, and Tok residents who fished in District 6.",
2016,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,284,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,602,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,2,Lower Yukon,District 1,5,,3,Nunam Iqua,190,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:70 Chinook, 20 SChm, 0 FChm, 0 Coho, 0 Pink.",
2016,2,Lower Yukon,District 1,5,,4,Alakanuk,465,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:70 Chinook, 250 SChm, 50 FChm, 30 Coho, 0 Pink.",
2016,2,Lower Yukon,District 1,5,,5,Emmonak,939,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:497 Chinook, 2771 SChm, 1418 FChm, 483 Coho, 0 Pink.",
2016,2,Lower Yukon,District 1,5,,6,Kotlik,1158,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:200 Chinook, 400 SChm, 100 FChm, 30 Coho, 0 Pink.",
2016,2,Lower Yukon,District 2,5,,10,Pilot Station,652,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:127 Chinook, 1782 SChm, 750 FChm, 136 Coho, 5 Pink.",
2016,2,Lower Yukon,District 2,5,,11,Marshall,512,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:50 Chinook, 0 SChm, 0 FChm, 0 Coho, 0 Pink.",
2016,2,Lower Yukon,District 2,5,,7,Mountain Village,809,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:120 Chinook, 0 SChm, 677 FChm, 184 Coho, 4 Pink.",
2016,2,Lower Yukon,District 2,5,,8,Pitkas Point,156,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:30 Chinook, 0 SChm, 0 FChm, 0 Coho, 0 Pink.",
2016,2,Lower Yukon,District 2,5,,9,St. Mary's,1032,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes test fish donations:80 Chinook, 0 SChm, 0 FChm, 0 Coho, 0 Pink.",
2016,2,Lower Yukon,District 3,5,,12,Russian Mission,321,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,2,Lower Yukon,District 3,5,,13,Holy Cross,557,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,2,Lower Yukon,District 3,5,,14,Shageluk,23,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,241,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,370,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,1358,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,1957,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,612,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,993,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,344,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,94,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,46,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,2129,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,228,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,165,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,1225,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,260,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,864,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1318,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","FNSB includes Ester, Fairbanks, North Pole, Salcha, Two Rivers",
2016,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,306,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes Anchorage, Grayling, Manley, Nenana, Tanana, Tok, Venetie, Wasilla, Wiseman",
2016,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,586,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 6,5,,32,Manley,230,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 6,5,,33,Minto,35,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2016,3,Upper Yukon,District 6,5,,34,Nenana/Healy,464,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes PU Com. retained: 180 Chinook, 0 SChm, 1121 FChm, 1210 Coho, 0 Pink.",
2016,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,87,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes PU Com. retained: 0 Chinook, 0 SChm, 60 FChm, 13 Coho, 0 Pink. FNSB includes Ester, Fairbanks, North Pole, Salcha, Two Rivers",
2016,3,Upper Yukon,District 6,5,,36,District 6 Other,0,"Preliminary harvest information is published in the 2016 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes Anchorage, Delta Junction, Dot Lake, Eagle River, Northway, Tanacross, Tok",
2017,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,320,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,733,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 1,5,,3,Nunam Iqua,235,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 1,5,,4,Alakanuk,846,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 1,5,,5,Emmonak,1732,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 1,5,,6,Kotlik,1767,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 2,5,,10,Pilot Station,825,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 2,5,,11,Marshall,1612,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 2,5,,7,Mountain Village,1118,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 2,5,,8,Pitkas Point,507,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 2,5,,9,St. Mary's,961,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 3,5,,12,Russian Mission,1368,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 3,5,,13,Holy Cross,836,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,2,Lower Yukon,District 3,5,,14,Shageluk,92,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,731,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,751,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,2048,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,2269,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,648,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,2246,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,593,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,462,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,35,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,2962,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,155,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,609,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,4302,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,714,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,1730,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",Does not include 2 household(s) that fished more than one permit.,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,2521,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",Includes communities within the Fairbanks North Star Borough.,
2017,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,860,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes Anchorage, Auke Bay, Eagle River, Manley, Minto, Nenana, Northway, Soldotna, Tok, Wasilla, and Wiseman residents who fished in a permit area of District 5. Does not include 3 household(s) that fished more than one permit.",
2017,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,670,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 6,5,,32,Manley,103,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 6,5,,33,Minto,101,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 6,5,,34,Nenana/Healy,429,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,145,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.",,
2017,3,Upper Yukon,District 6,5,,36,District 6 Other,0,"Preliminary harvest information is published in the 2017 Yukon Area Annual Management Report.  Restrictions during summer season to conserve Chinook salmon.","Includes Anchorage, Delta Junction, Dot Lake, Northway, Tok, and Wasilla residents who fished in District 6.",
2018,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,456,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,661,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 1,5,,3,Nunam Iqua,78,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 1,5,,4,Alakanuk,424,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 1,5,,5,Emmonak,1211,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 1,5,,6,Kotlik,1556,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 2,5,,10,Pilot Station,659,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 2,5,,11,Marshall,914,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 2,5,,7,Mountain Village,1030,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 2,5,,8,Pitkas Point,365,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 2,5,,9,St. Mary's,1180,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 3,5,,12,Russian Mission,1043,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 3,5,,13,Holy Cross,562,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,2,Lower Yukon,District 3,5,,14,Shageluk,198,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,566,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,911,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,570,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,1282,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,864,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,1254,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,1137,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,150,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,49,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,5253,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,178,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18.,Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,328,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,4547,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,575,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18.,Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,1007,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18. Does not include 1 household(s) that fished more than one permit.,Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1342,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18.,
2018,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,404,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18. Does not include 4 household(s) that fished more than one permit.,Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,443,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary estimate as of 12/11/18.,Preliminary estimate as of 12/11/18.
2018,3,Upper Yukon,District 6,5,,32,Manley,190,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18.,Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 6,5,,33,Minto,,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Minto combined with Other District 6; low number of fished permits combined to preserve confidentiality.,Minto combined with Other District 6; low number of fished permits combined to preserve confidentiality. Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 6,5,,34,Nenana/Healy,323,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18.,Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,53,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.",Preliminary total of fished permits as of 12/11/18.,Preliminary permit total as of 12/11/18.
2018,3,Upper Yukon,District 6,5,,36,District 6 Other,49,"Preliminary data.  Restrictions during summer season to conserve Chinook salmon.","Includes Anchorage, Auke Bay, Eagle River, Minto, Northway, Palmer, Tok, Venetie, and Wasilla residents who fished in District 6. Preliminary total of fished permits as of 12/11/18.",Minto combined with Other District 6; low number of fished permits combined to preserve confidentiality. Preliminary permit total as of 12/11/18.
2019,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,784,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,1233,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 1,5,,3,Nunam Iqua,470,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 1,5,,4,Alakanuk,1818,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 1,5,,5,Emmonak,2419,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 1,5,,6,Kotlik,2333,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 2,5,,10,Pilot Station,1919,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 2,5,,11,Marshall,1261,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 2,5,,7,Mountain Village,1247,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 2,5,,8,Pitkas Point,1096,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
